#IN CHINESE 166.111.8.241IP  2017.11.16 10.00-10.35 半小时内所有数据lasttime-firsttime 的秒数
0	38
19	1
21	1
34	1
41	1
43	2
44	4
45	11
46	17
47	54
51	1
53	2
54	3
55	5
56	9
57	25
58	82
59	289
60	497
61	541
62	594
63	507
64	376
65	224
66	254
67	276
68	388
69	315
70	210
71	83
72	17
73	25
74	70
-1	0
